response_id,profiling_role,profiling_location,profiling_region,profiling_sector,survey_question_title,survey_question_type,option,suboption,answer
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Where are you located?,checkbox,Canada - as a non-depository participant,,Canada - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What is your Role/Position?,checkbox,Canada - as a non-depository participant,,Canada - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What is your Role/Position?  ,checkbox,Canada - as a non-depository participant,,Canada - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How efficient do you view your corporate action event notification process to be today?,checkbox,Canada - as a non-depository participant,,Canada - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How many staff are in your organisation?,radio,,,"501-10,000 people"
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What type of fund are you describing in this exercise?,checkbox,Canada - as a non-depository participant,,Canada - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Which investment channel(s) are you using to invest into Africa today?,checkbox,Canada - as a non-depository participant,,Canada - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,In which markets are you impacted by the move to T+1 settlement cycles? ,checkbox,Canada - as a non-depository participant,,Canada - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What are your top three operational challenges in this market that impact costs either directly or indirectly?,checkbox,Canada - as a non-depository participant,,Canada - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What is your role / department?,checkbox,Mexico - as a non-depository participant,,Mexico - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Where are you located?,checkbox,Mexico - as a non-depository participant,,Mexico - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What is your Role/Position?,checkbox,Mexico - as a non-depository participant,,Mexico - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What is your Role/Position?  ,checkbox,Mexico - as a non-depository participant,,Mexico - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How efficient do you view your corporate action event notification process to be today?,checkbox,Mexico - as a non-depository participant,,Mexico - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What is your Role / Position?,checkbox,Mexico - as a non-depository participant,,Mexico - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What type of fund are you describing in this exercise?,checkbox,Mexico - as a non-depository participant,,Mexico - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Which investment channel(s) are you using to invest into Africa today?,checkbox,Mexico - as a non-depository participant,,Mexico - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,In which markets are you impacted by the move to T+1 settlement cycles? ,checkbox,Mexico - as a non-depository participant,,Mexico - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What are your top three operational challenges in this market that impact costs either directly or indirectly?,checkbox,Mexico - as a non-depository participant,,Mexico - as a non-depository participant
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What type of financial institution do you represent? ,radio,,,Clearing / Settlements
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What is your role in your organisation?,menu,,,Germany
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Which part of the industry do you work in?,email,,,yfabich@meag.com
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Which industry do you work in?,email,,,yfabich@meag.com
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"If you would like to receive your own, personalized benchmarking scorecard after this survey, please share your email with us below (optional).
Please contact us at info@thevalueexchange.co in case you need support.
 ",email,,,yfabich@meag.com
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"If you would like to receive your own, personalised benchmarking scorecard after this survey, please share your email with us below (optional):",email,,,yfabich@meag.com
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How would you describe your role?,email,,,yfabich@meag.com
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Please enter your email below to receive a personalized scorecard: ,radio,,,Asset Manager direct and Fund assets
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Please enter your email below if you would like to receive a personalized scorecard:,radio,,,Asset Manager direct and Fund assets
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Please leave your email below:,radio,,,Asset Manager direct and Fund assets
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Where are you located?,radio,,,Asset Manager direct and Fund assets
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Please enter your email below:,radio,,,Asset Manager direct and Fund assets
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What is your role / position?,radio,,,Asset Manager direct and Fund assets
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Which part of the industry do you work in?,radio,,,Asset Manager direct and Fund assets
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"If you would like to receive your own, personalised benchmarking scorecard after this survey, please share your email with us below (optional):",radio,,,Asset Manager direct and Fund assets
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Which part of the industry do you work in?,menu,,,Germany
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What type of financial institution do you represent?,menu,,,Germany
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What do you expect the adoption rates of digital assets to be in the next 10 years? As a % of overall issuances (% of overall issuance volumes for your funding and treasury management).,table-radio,Trade fails,,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What traditional asset classes do you currently issue / trade or service?,menu,,,Germany
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,In what capacity are you answering this survey? ,menu,,,Germany
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Where are you located?,menu,,,Germany
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"Would you like to benchmark your responses versus your market peers? If so, please share your email details with us below. ",menu,,,Germany
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Where are you based?,menu,,,Germany
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How would you rate the level of personalisation that you are receiving today in your investments?,menu,,,Germany
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Please specify the type(s) of account activity that you have in this market.,menu,,,Germany
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Where are you located?,radio,,,"501-10,000 people"
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Which part of the financial markets do you work in?,radio,,,"501-10,000 people"
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How many (beneficial owner) shareholders / bond-holders do you have holding your issued capital today?,radio,,,"501-10,000 people"
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How much does it cost you today to communicate a corporate event to your shareholders?,radio,,,"501-10,000 people"
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What is your role?,radio,,,"501-10,000 people"
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What is your approximate level of assets under management (AUM)?,radio,,,"501-10,000 people"
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What is your Role / Position?,radio,,,"501-10,000 people"
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"Before T+1, we identified a range of key risks. How have they materialised for your operations following the May transitions?",table-radio,FX (booking and execution),,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,,matrix,Securities lending recalls,After T+1,Manually
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"If you are a direct member of FICC, how are you planning to deal with additional margin requirements?",table-radio,FX instruction / execution,,During trading day (by 4pm ET)
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"On average, when are you now completing the majority of the following tasks for your North American trading?",table-radio,FX instruction / execution,,During trading day (by 4pm ET)
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"If you are a direct member of FICC, how are you planning to deal with additional margin requirements?",table-radio,Affirmations,,By 9pm ET on T+0
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"On average, when are you now completing the majority of the following tasks for your North American trading?",table-radio,Affirmations,,By 9pm ET on T+0
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"If you are a direct member of FICC, how are you planning to deal with additional margin requirements?",table-radio,Settlements,,By 9pm ET on T+0
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"On average, when are you now completing the majority of the following tasks for your North American trading?",table-radio,Settlements,,By 9pm ET on T+0
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"If you are a direct member of FICC, how are you planning to deal with additional margin requirements?",table-radio,Exception handling,,By 7pm ET on T+0
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How is this investment being distributed?,radio,,,96-100%
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How do you describe the following obstacles on your path to T+1?,radio,,,96-100%
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What is your current annual IT / system and headcount spend on asset servicing?,radio,,,96-100%
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What is your minimum required level of investment into an African market (i.e. in order to justify the costs and administration)?,radio,,,96-100%
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What do you estimate your affirmation rate to be today (as a percentage of your total trading volumes)?,radio,,,96-100%
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What challenges are you experiencing in successfully realizing the expansion projects above?,table-radio,FX (booking and execution),,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What do you expect the adoption rates of digital assets to be in the next 10 years? As a % of overall issuances (% of overall issuance volumes for your funding and treasury management).,table-radio,FX (booking and execution),,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What do you see as the major influences on your business strategy in the next 10 years?,radio,,,Clearing / Settlements
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What challenges are you experiencing in successfully realizing the expansion projects above?,table-radio,Securities lending recalls,,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What do you expect the adoption rates of digital assets to be in the next 10 years? As a % of overall issuances (% of overall issuance volumes for your funding and treasury management).,table-radio,Securities lending recalls,,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"Before T+1, we identified a range of key risks. How have they materialised for your operations following the May transitions?",table-radio,Securities lending recalls,,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What challenges are you experiencing in successfully realizing the expansion projects above?,table-radio,Smaller firms triggering manual processing,,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What do you expect the adoption rates of digital assets to be in the next 10 years? As a % of overall issuances (% of overall issuance volumes for your funding and treasury management).,table-radio,Smaller firms triggering manual processing,,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"Before T+1, we identified a range of key risks. How have they materialised for your operations following the May transitions?",table-radio,Smaller firms triggering manual processing,,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What challenges are you experiencing in successfully realizing the expansion projects above?,table-radio,Manual exception handling (across the trade cycle),,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What do you expect the adoption rates of digital assets to be in the next 10 years? As a % of overall issuances (% of overall issuance volumes for your funding and treasury management).,table-radio,Manual exception handling (across the trade cycle),,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"Before T+1, we identified a range of key risks. How have they materialised for your operations following the May transitions?",table-radio,Manual exception handling (across the trade cycle),,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What challenges are you experiencing in successfully realizing the expansion projects above?,table-radio,Funding (challenges with dislocation and cash management),,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What do you expect the adoption rates of digital assets to be in the next 10 years? As a % of overall issuances (% of overall issuance volumes for your funding and treasury management).,table-radio,Funding (challenges with dislocation and cash management),,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"Before T+1, we identified a range of key risks. How have they materialised for your operations following the May transitions?",table-radio,Funding (challenges with dislocation and cash management),,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What challenges are you experiencing in successfully realizing the expansion projects above?,table-radio,Trade fails,,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"Before T+1, we identified a range of key risks. How have they materialised for your operations following the May transitions?",table-radio,Trade fails,,No change
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How many staff are in your organization globally? ,radio,,,Clearing / Settlements
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,,matrix,Securities lending recalls,Before T+1,Manually
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"How important would the following drivers be in triggering new investment into automated, machine-readable event notifications to your shareholders?",matrix,Securities lending recalls,After T+1,Manually
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Which region(s) do you oversee digital asset activity in? Select all that apply.,radio,,,Clearing / Settlements
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Where are you located?,radio,,,Clearing / Settlements
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How would you break down the volume of your shareholder engagement today between Institutional and Wealth / Retail - and how do you expect this to change?,radio,,,Clearing / Settlements
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,In which markets are you impacted by the move to T+1 settlement cycles?,radio,,,Clearing / Settlements
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Which is the primary region where you oversee digital asset activity?,radio,,,Clearing / Settlements
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What is the size of your firm?,radio,,,Clearing / Settlements
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What is the AUM of the fund? (Expressed in USD billions),radio,,,Clearing / Settlements
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Which of the following statements best describes your strategic approach to African investments?,radio,,,Clearing / Settlements
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How many employees are currently working at your company?,radio,,,Clearing / Settlements
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,What is the primary activity that you are involved in?,radio,,,Clearing / Settlements
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How would you rate the level of personalisation that your clients are receiving today in your investments?,radio,,,Clearing / Settlements
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How would you describe the nature of your existing technology platforms?,matrix,Affirmations,Before T+1,Using Global Custodian (omnibus TradeSuite ID)
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How satisfied are you with the quality and timing of your proxy voting information?,matrix,Affirmations,Before T+1,Using Global Custodian (omnibus TradeSuite ID)
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"For Proxy Voting, how effective do you believe your current processes to be today?",matrix,Affirmations,Before T+1,Using Global Custodian (omnibus TradeSuite ID)
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Would you be happy to use Distributed Ledger to Tokenise your investments - if that meant more personalised portfolios and better performance? ,matrix,Affirmations,Before T+1,Using Global Custodian (omnibus TradeSuite ID)
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Which operating model are you using for (the majority of) each of the following activities in your US trading?,matrix,Affirmations,Before T+1,Using Global Custodian (omnibus TradeSuite ID)
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"How important would the following drivers be in triggering new investment into automated, machine-readable event notifications to your shareholders?",matrix,Securities lending recalls,Before T+1,Manually
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,,matrix,Foreign Exchange / FX,After T+1,Executing at market close (for T+1 delivery)
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,,matrix,Foreign Exchange / FX,Before T+1,Executing at market close (for T+1 delivery)
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How ready are you to use tokenised digital assets for your investments today?,matrix,Settlements,After T+1,Using Settlement Instructions
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,,matrix,Settlements,After T+1,Using Settlement Instructions
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How ready are you to use tokenised digital assets for your investments today?,matrix,Settlements,Before T+1,Using Settlement Instructions
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Would you be happy to use Distributed Ledger to Tokenise your investments - if that meant more personalised portfolios and better performance? ,matrix,Affirmations,After T+1,Using Global Custodian (omnibus TradeSuite ID)
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,Which operating model are you using for (the majority of) each of the following activities in your US trading?,matrix,Affirmations,After T+1,Using Global Custodian (omnibus TradeSuite ID)
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,"For Proxy Voting, how effective do you believe your current processes to be today?",matrix,Affirmations,After T+1,Using Global Custodian (omnibus TradeSuite ID)
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How satisfied are you with the quality and timing of your proxy voting information?,matrix,Affirmations,After T+1,Using Global Custodian (omnibus TradeSuite ID)
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,How would you describe the nature of your existing technology platforms?,matrix,Affirmations,After T+1,Using Global Custodian (omnibus TradeSuite ID)
7940940127,Clearing / Settlements,Germany,Europe,Asset Manager direct and Fund assets,,matrix,Settlements,Before T+1,Using Settlement Instructions
7940940128,Investment Management,France,Europe,Asset Manager,What are your core business drivers for using Artificial Intelligence in your organisation?,multi-slider,Trade fails (unaffirmed trades),,5
7940940128,Investment Management,France,Europe,Asset Manager,"Do you have any specific questions that we and our partners can help to answer as you prepare for T+1 in 2024?
 ",multi-slider,Trade fails (unaffirmed trades),,5
7940940128,Investment Management,France,Europe,Asset Manager,Do you have any specific questions that we and our partners can help to answer as you prepare for T+1 in 2024?,multi-slider,Trade fails (unaffirmed trades),,5
7940940128,Investment Management,France,Europe,Asset Manager,How do these volumes compare with the same volumes before T+1?,multi-slider,Trades being processed in the day cycle (on a gross basis),,40
7940940128,Investment Management,France,Europe,Asset Manager,What are your core business drivers for using Artificial Intelligence in your organisation?,multi-slider,Trades being processed in the day cycle (on a gross basis),,40
7940940128,Investment Management,France,Europe,Asset Manager,"Do you have any specific questions that we and our partners can help to answer as you prepare for T+1 in 2024?
 ",multi-slider,Trades being processed in the day cycle (on a gross basis),,40
7940940128,Investment Management,France,Europe,Asset Manager,Do you have any specific questions that we and our partners can help to answer as you prepare for T+1 in 2024?,multi-slider,Trades being processed in the day cycle (on a gross basis),,40
7940940128,Investment Management,France,Europe,Asset Manager,How much of your daily trading volumes or holdings today are impacted by the following events?,table-radio,Missed corporate action elections,,0%
7940940128,Investment Management,France,Europe,Asset Manager,How much of your daily trading volumes or holdings today are impacted by the following events?,table-radio,Trade fails (blind-affirmed trades),,Don't Know
7940940128,Investment Management,France,Europe,Asset Manager,How much of your daily trading volumes or holdings today are impacted by the following events?,table-radio,Trade fails (unaffirmed trades),,7-10%
7940940128,Investment Management,France,Europe,Asset Manager,How much of your daily trading volumes or holdings today are impacted by the following events?,table-radio,Trade fails (affirmed trades),,1-3%
7940940128,Investment Management,France,Europe,Asset Manager,How much of your daily trading volumes or holdings today are impacted by the following events?,table-radio,Trades being processed in the day cycle (on a gross basis),,0%
7940940128,Investment Management,France,Europe,Asset Manager,How much of your daily trading volumes or holdings today are impacted by the following events?,table-radio,Extended settlements (i.e. on T+2 or more),,0%
7940940128,Investment Management,France,Europe,Asset Manager,How do these volumes compare with the same volumes before T+1?,multi-slider,Trade fails (unaffirmed trades),,5
7940940128,Investment Management,France,Europe,Asset Manager,Please rank the importance of the following partners in defining and executing your innovation agenda for the next 3 years.,table-stars,Allocations being complete on T+0,,5
7940940128,Investment Management,France,Europe,Asset Manager,Who do you see as the key partners in resolving the expansion projects above?,table-stars,Allocations being complete on T+0,,5
7940940128,Investment Management,France,Europe,Asset Manager,How would you rate the importance of the following factors by their importance in ensuring a smooth transition to T+1 in 2024?,table-stars,Allocations being complete on T+0,,5
7940940128,Investment Management,France,Europe,Asset Manager,Please rank the importance of the following partners in defining and executing your innovation agenda for the next 3 years.,table-stars,Affirmation model (on T+0),,5
7940940128,Investment Management,France,Europe,Asset Manager,Who do you see as the key partners in resolving the expansion projects above?,table-stars,Affirmation model (on T+0),,5
7940940128,Investment Management,France,Europe,Asset Manager,How would you rate the importance of the following factors by their importance in ensuring a smooth transition to T+1 in 2024?,table-stars,Affirmation model (on T+0),,5
7940940128,Investment Management,France,Europe,Asset Manager,Which investment channel(s) are you using to invest into Africa today?,checkbox,Mexico - as a non-depository participant,,Mexico - as a non-depository participant
7940940128,Investment Management,France,Europe,Asset Manager,Please rank the importance of the following partners in defining and executing your innovation agenda for the next 3 years.,table-stars,Client and stakeholder education efforts,,4
7940940128,Investment Management,France,Europe,Asset Manager,Who do you see as the key partners in resolving the expansion projects above?,table-stars,Client and stakeholder education efforts,,4
7940940128,Investment Management,France,Europe,Asset Manager,How would you rate the importance of the following factors by their importance in ensuring a smooth transition to T+1 in 2024?,table-stars,Client and stakeholder education efforts,,4
7940940128,Investment Management,France,Europe,Asset Manager,Please rank the importance of the following partners in defining and executing your innovation agenda for the next 3 years.,table-stars,Industry collaboration (and leadership by key associations),,5
7940940128,Investment Management,France,Europe,Asset Manager,Who do you see as the key partners in resolving the expansion projects above?,table-stars,Industry collaboration (and leadership by key associations),,5
7940940128,Investment Management,France,Europe,Asset Manager,How much did T+1 impact your levels of automation (straight through processing) in each of the following activities? Are you more or less automated than before T+1?,table-radio,Middle Office (Allocations / Confirmations / Affirmations),,More automated
7940940128,Investment Management,France,Europe,Asset Manager,"Before T+1, we identified a range of key risks. How have they materialised for your operations following the May transitions?",table-radio,FX (booking and execution),,Better than expected
7940940128,Investment Management,France,Europe,Asset Manager,What challenges are you experiencing in successfully realizing the expansion projects above?,table-radio,Manual exception handling (across the trade cycle),,Better than expected
7940940128,Investment Management,France,Europe,Asset Manager,What do you expect the adoption rates of digital assets to be in the next 10 years? As a % of overall issuances (% of overall issuance volumes for your funding and treasury management).,table-radio,Manual exception handling (across the trade cycle),,Better than expected
7940940128,Investment Management,France,Europe,Asset Manager,"Before T+1, we identified a range of key risks. How have they materialised for your operations following the May transitions?",table-radio,Manual exception handling (across the trade cycle),,Better than expected
7940940128,Investment Management,France,Europe,Asset Manager,What challenges are you experiencing in successfully realizing the expansion projects above?,table-radio,Trade fails,,No change
7940940128,Investment Management,France,Europe,Asset Manager,What do you expect the adoption rates of digital assets to be in the next 10 years? As a % of overall issuances (% of overall issuance volumes for your funding and treasury management).,table-radio,Trade fails,,No change
7940940128,Investment Management,France,Europe,Asset Manager,"Before T+1, we identified a range of key risks. How have they materialised for your operations following the May transitions?",table-radio,Trade fails,,No change
7940940128,Investment Management,France,Europe,Asset Manager,In which major markets are you processing corporate actions and proxy votes today?,table-radio,Account opening / onboarding (including Settlement Instruction / SSI maintenance),,No change
7940940128,Investment Management,France,Europe,Asset Manager,How much did T+1 impact your levels of automation (straight through processing) in each of the following activities? Are you more or less automated than before T+1?,table-radio,Account opening / onboarding (including Settlement Instruction / SSI maintenance),,No change
7940940128,Investment Management,France,Europe,Asset Manager,In which major markets are you processing corporate actions and proxy votes today?,table-radio,Trade Execution,,More automated
7940940128,Investment Management,France,Europe,Asset Manager,How much did T+1 impact your levels of automation (straight through processing) in each of the following activities? Are you more or less automated than before T+1?,table-radio,Trade Execution,,More automated
7940940128,Investment Management,France,Europe,Asset Manager,In which major markets are you processing corporate actions and proxy votes today?,table-radio,Middle Office (Allocations / Confirmations / Affirmations),,More automated
7940940128,Investment Management,France,Europe,Asset Manager,How much of your daily trading volumes or holdings today are impacted by the following events?,table-radio,Near-misses / trade exceptions (including DKs),,Don't Know
7940940128,Investment Management,France,Europe,Asset Manager,In which major markets are you processing corporate actions and proxy votes today?,table-radio,Foreign Exchange / FX,,No change
7940940128,Investment Management,France,Europe,Asset Manager,How much did T+1 impact your levels of automation (straight through processing) in each of the following activities? Are you more or less automated than before T+1?,table-radio,Foreign Exchange / FX,,No change
7940940128,Investment Management,France,Europe,Asset Manager,In which major markets are you processing corporate actions and proxy votes today?,table-radio,"Funding (including treasury management, margining, clearing, etc.)",,No change
7940940128,Investment Management,France,Europe,Asset Manager,How much did T+1 impact your levels of automation (straight through processing) in each of the following activities? Are you more or less automated than before T+1?,table-radio,"Funding (including treasury management, margining, clearing, etc.)",,No change
7940940128,Investment Management,France,Europe,Asset Manager,In which major markets are you processing corporate actions and proxy votes today?,table-radio,Settlements,,More automated
7940940128,Investment Management,France,Europe,Asset Manager,How much did T+1 impact your levels of automation (straight through processing) in each of the following activities? Are you more or less automated than before T+1?,table-radio,Settlements,,More automated
7940940128,Investment Management,France,Europe,Asset Manager,In which major markets are you processing corporate actions and proxy votes today?,table-radio,Fails management,,No change
7940940128,Investment Management,France,Europe,Asset Manager,How much did T+1 impact your levels of automation (straight through processing) in each of the following activities? Are you more or less automated than before T+1?,table-radio,Fails management,,No change
7940940128,Investment Management,France,Europe,Asset Manager,In which major markets are you processing corporate actions and proxy votes today?,table-radio,Corporate Actions,,No change
7940940128,Investment Management,France,Europe,Asset Manager,How much did T+1 impact your levels of automation (straight through processing) in each of the following activities? Are you more or less automated than before T+1?,table-radio,Corporate Actions,,No change
7940940128,Investment Management,France,Europe,Asset Manager,In which major markets are you processing corporate actions and proxy votes today?,table-radio,Valuations,,No change
7940940128,Investment Management,France,Europe,Asset Manager,How much did T+1 impact your levels of automation (straight through processing) in each of the following activities? Are you more or less automated than before T+1?,table-radio,Valuations,,No change
7940940128,Investment Management,France,Europe,Asset Manager,What is the main project type that you trade (voluntary) carbon credits for?,table-stars,Australia,,3
7940940128,Investment Management,France,Europe,Asset Manager,Do you agree or disagree that the May 2024 T+1 transitions effectively achieved the following:,table-radio,Increased readiness for future market transitions to T+1,,Agree
7940940128,Investment Management,France,Europe,Asset Manager,How often do you undertake the below tasks to drive your innovation? ,table-radio,Readiness for T+0,,Disagree
7940940128,Investment Management,France,Europe,Asset Manager,What is the main solution that you are planning to use for corporate actions in these cases?,table-radio,Readiness for T+0,,Disagree
7940940128,Investment Management,France,Europe,Asset Manager,Do you agree or disagree that the May 2024 T+1 transitions effectively achieved the following:,table-radio,Readiness for T+0,,Disagree
7940940128,Investment Management,France,Europe,Asset Manager,Middle office,table-radio,Use of a Centralized Matching Service Provider,,Already in place
